2025-06-05 13:12:55.119526	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&status=released&perturbed=false&assay_title=WGBS&assay_title=polyA+plus+RNA-seq&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&biosample_ontology.classification=tissue&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR718CDN/	ENCSR718CDN	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens adipose tissue tissue male child (3 years)	adipose tissue	GEO:GSM1120304		Joe Ecker, Salk	Roadmap	released	/files/ENCFF426TJG/,/files/ENCFF386NLN/,/files/ENCFF562QNN/,/files/ENCFF954BMC/,/files/ENCFF038UBE/,/files/ENCFF403WGB/,/files/ENCFF961IGG/,/files/ENCFF999XCF/,/files/ENCFF251GAI/,/files/ENCFF416HBD/,/files/ENCFF511BRS/,/files/ENCFF644FMW/,/files/ENCFF924DBW/,/files/ENCFF251PBB/,/files/ENCFF428ETQ/,/files/ENCFF727FAZ/,/files/ENCFF044XCG/,/files/ENCFF021GMG/,/files/ENCFF800LFB/,/files/ENCFF935MHE/,/files/ENCFF209PWV/,/files/ENCFF138OGL/,/files/ENCFF727UVM/,/files/ENCFF385OSV/,/files/ENCFF668YHY/,/files/ENCFF229MBB/,/files/ENCFF337QLO/,/files/ENCFF800YZH/,/files/ENCFF601OQU/,/files/ENCFF985SGT/,/files/ENCFF732LRY/,/files/ENCFF072HRK/,/files/ENCFF339IGK/,/files/ENCFF152RRZ/,/files/ENCFF924FNY/,/files/ENCFF924CIS/,/files/ENCFF654JLY/,/files/ENCFF886HDJ/,/files/ENCFF967TUD/,/files/ENCFF063JUJ/,/files/ENCFF080VWL/,/files/ENCFF431JUO/,/files/ENCFF619NCU/,/files/ENCFF697OJB/,/files/ENCFF958XYG/,/files/ENCFF900HHS/,/files/ENCFF921HGY/,/files/ENCFF037MFY/,/files/ENCFF695ZEE/		ENCBS969VFN	1	1		Homo sapiens	child	3 years												/replicates/e13313ca-f2e1-431b-a8cc-214d807adc5e/				
/experiments/ENCSR612HYR/	ENCSR612HYR	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens small intestine tissue female adult (30 years)	small intestine	GEO:GSE93497	RNA-seq of human small intestine tissue. The second technical replicate was performed in May 2015 and was not part of the original Lin et al. 2014 publication (PMID:25413365).	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF721RGF/,/files/ENCFF338DKW/,/files/ENCFF540SNP/,/files/ENCFF999PRA/,/files/ENCFF227NHT/,/files/ENCFF551ERA/,/files/ENCFF560LIW/,/files/ENCFF930UGX/,/files/ENCFF789YHV/,/files/ENCFF071CXM/,/files/ENCFF241EEH/,/files/ENCFF186FUC/,/files/ENCFF829VSZ/,/files/ENCFF863BLK/,/files/ENCFF968FBQ/,/files/ENCFF575QVA/,/files/ENCFF686JQP/,/files/ENCFF817QTC/,/files/ENCFF504ZZC/,/files/ENCFF122LQH/,/files/ENCFF273UNQ/,/files/ENCFF117UJY/,/files/ENCFF777DRW/,/files/ENCFF834FHC/,/files/ENCFF480FAH/,/files/ENCFF806SWF/,/files/ENCFF642OTR/,/files/ENCFF994QGE/,/files/ENCFF824KJO/,/files/ENCFF442KGE/,/files/ENCFF705CTZ/,/files/ENCFF462UKQ/,/files/ENCFF845CBH/,/files/ENCFF481UGF/,/files/ENCFF395ZRY/,/files/ENCFF952JWL/,/files/ENCFF051PWS/,/files/ENCFF580ZIQ/,/files/ENCFF016TNK/,/files/ENCFF404CDN/,/files/ENCFF363FRM/,/files/ENCFF963QMF/,/files/ENCFF277QVI/,/files/ENCFF968GVL/,/files/ENCFF723ZJC/,/files/ENCFF261VBV/,/files/ENCFF965MGE/,/files/ENCFF097CWH/,/files/ENCFF383JKQ/,/files/ENCFF632JCT/,/files/ENCFF210JXU/,/files/ENCFF985QJH/,/files/ENCFF685WCA/,/files/ENCFF967TVM/		ENCBS487EXT	1	1,2		Homo sapiens	adult	30 years												/replicates/929300df-da9c-432c-a3fa-2971cc73e52c/,/replicates/e56a37bb-dbd1-4c55-b7f5-ab2bab57df8f/				
/experiments/ENCSR682WKG/	ENCSR682WKG	whole-genome shotgun bisulfite sequencing	WGBS	tissue				Homo sapiens muscle of trunk tissue female embryo (115 days)	muscle of trunk	GEO:GSM1186662		Bradley Bernstein, Broad	Roadmap	released	/files/ENCFF671CBP/,/files/ENCFF929JLL/,/files/ENCFF452CEC/,/files/ENCFF387IZP/,/files/ENCFF261WCB/,/files/ENCFF038XMN/,/files/ENCFF419NZF/,/files/ENCFF793ZGA/,/files/ENCFF444KFK/,/files/ENCFF403ESI/,/files/ENCFF645AZF/,/files/ENCFF623YLP/,/files/ENCFF448PPG/,/files/ENCFF309KGT/,/files/ENCFF681ZMB/,/files/ENCFF047POL/,/files/ENCFF802WXI/,/files/ENCFF241QPK/,/files/ENCFF320QIN/,/files/ENCFF099ABY/,/files/ENCFF135IDS/,/files/ENCFF902ZEH/,/files/ENCFF832AMG/,/files/ENCFF509DGY/		ENCBS284ZUS	1	3		Homo sapiens	embryonic	115 days												/replicates/982100b3-6bd9-4b35-b5e1-e700bb791d95/				
/experiments/ENCSR930URM/	ENCSR930URM	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (120 days)	large intestine	GEO:GSM1059509		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF600PXN/,/files/ENCFF397CXA/,/files/ENCFF783MOH/,/files/ENCFF459KCW/,/files/ENCFF383VTV/,/files/ENCFF554XMC/,/files/ENCFF935PEK/,/files/ENCFF712KCJ/,/files/ENCFF975QCG/,/files/ENCFF693IZU/,/files/ENCFF910VBW/,/files/ENCFF399WNF/,/files/ENCFF874JBT/,/files/ENCFF593UAU/,/files/ENCFF447TXS/,/files/ENCFF682WWB/,/files/ENCFF819KDH/,/files/ENCFF391LJB/,/files/ENCFF604EYK/		ENCBS699KFK	1	1		Homo sapiens	embryonic	120 days												/replicates/5e93d5c1-417f-47f8-8abb-73a7576976ae/				
/experiments/ENCSR774SEX/	ENCSR774SEX	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens stomach tissue embryo (101 days)	stomach	GEO:GSM1220600		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF701DLG/,/files/ENCFF008UJT/,/files/ENCFF430ZFX/,/files/ENCFF023USS/,/files/ENCFF746CPH/,/files/ENCFF050VJS/,/files/ENCFF202PIS/,/files/ENCFF658LIA/,/files/ENCFF592CUG/,/files/ENCFF624MYL/,/files/ENCFF563YII/,/files/ENCFF775YSM/,/files/ENCFF155LWG/,/files/ENCFF231QLT/,/files/ENCFF356MNU/,/files/ENCFF336XCO/,/files/ENCFF420ZLV/,/files/ENCFF295UWT/,/files/ENCFF731OVH/		ENCBS716QQK	1	1		Homo sapiens	embryonic	101 days												/replicates/e32b3864-6600-48f2-a0d2-dfe610d14be6/				
/experiments/ENCSR862LLM/	ENCSR862LLM	whole-genome shotgun bisulfite sequencing	WGBS	tissue				Homo sapiens spleen tissue female adult (30 years)	spleen	GEO:GSM1282362		Joe Ecker, Salk	Roadmap	released	/files/ENCFF004LAO/,/files/ENCFF338YJK/,/files/ENCFF035IUM/,/files/ENCFF342EMY/,/files/ENCFF204WSG/,/files/ENCFF039FRP/,/files/ENCFF947ZTJ/,/files/ENCFF277CXW/,/files/ENCFF152CYA/,/files/ENCFF730NQT/,/files/ENCFF083GEQ/,/files/ENCFF287TJO/,/files/ENCFF219RQO/,/files/ENCFF440UDA/,/files/ENCFF546BIV/,/files/ENCFF281ROU/,/files/ENCFF743BZD/,/files/ENCFF760VGP/,/files/ENCFF563HNN/,/files/ENCFF376KCX/,/files/ENCFF401IRR/		ENCBS374UKE	1	1,2		Homo sapiens	adult	30 years												/replicates/32feac87-1327-4365-b62e-49ecd2b1bd92/,/replicates/394aec9a-640e-4843-a160-e81a753eb41a/				
/experiments/ENCSR104ZDH/	ENCSR104ZDH	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens placental basal plate tissue embryo (16 weeks)	placental basal plate	GEO:GSM1127096		Joseph Costello, UCSF	Roadmap	released	/files/SRR2173270/,/files/ENCFF857FLR/,/files/ENCFF573JWM/,/files/ENCFF155LWS/,/files/ENCFF089WVZ/,/files/ENCFF513JTW/,/files/ENCFF553QGM/,/files/ENCFF253EYX/,/files/ENCFF760PBX/,/files/ENCFF434YJO/,/files/ENCFF326ZMG/,/files/ENCFF526TOW/,/files/ENCFF535BVZ/,/files/ENCFF639QLR/,/files/ENCFF020CVX/,/files/ENCFF710LLO/,/files/ENCFF570CXL/,/files/ENCFF151YIN/,/files/ENCFF615NHX/,/files/ENCFF405CKG/,/files/ENCFF131FZC/,/files/ENCFF438JAM/,/files/ENCFF960VZZ/,/files/ENCFF003QOJ/,/files/ENCFF496TUX/,/files/ENCFF246PGZ/,/files/ENCFF056NWD/,/files/ENCFF702JXR/,/files/ENCFF941MBQ/		ENCBS720OZO	1	1		Homo sapiens	embryonic	16 weeks												/replicates/42c4b289-8d20-4c0f-a098-49dc1576590f/				
/experiments/ENCSR575OHC/	ENCSR575OHC	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens muscle of arm tissue male embryo (120 days)	muscle of arm	GEO:GSM1101682		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF829FYE/,/files/ENCFF494TZD/,/files/ENCFF168JYA/,/files/ENCFF287IWH/,/files/ENCFF062QPU/,/files/ENCFF404ZXJ/,/files/ENCFF144PNI/,/files/ENCFF495KHF/,/files/ENCFF526TAJ/,/files/ENCFF664QAT/,/files/ENCFF369CPJ/,/files/ENCFF008TZQ/,/files/ENCFF745MGQ/,/files/ENCFF023BVJ/,/files/ENCFF811SRP/,/files/ENCFF254PWG/,/files/ENCFF353ICZ/,/files/ENCFF802FBZ/,/files/ENCFF826CFE/		ENCBS949PQW	1	1		Homo sapiens	embryonic	120 days												/replicates/40059c6a-e6e9-4206-83c5-d00a10806b16/				
/experiments/ENCSR741MLF/	ENCSR741MLF	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens chorion tissue male embryo (16 weeks)	chorion	GEO:GSM1582476		Joseph Costello, UCSF	Roadmap	released	/files/SRR2173273/,/files/ENCFF283MTG/,/files/ENCFF443PES/,/files/ENCFF438LKV/,/files/ENCFF037OYA/,/files/ENCFF254HBQ/,/files/ENCFF700IAG/,/files/ENCFF677HVE/,/files/ENCFF377BKD/,/files/ENCFF397ZBW/,/files/ENCFF858IZF/,/files/ENCFF476XRK/,/files/ENCFF149FOR/,/files/ENCFF418SJF/,/files/ENCFF877KYE/,/files/ENCFF975AFJ/,/files/ENCFF010MXK/,/files/ENCFF723WDS/,/files/ENCFF070BWM/,/files/ENCFF069SHS/,/files/ENCFF035YFI/,/files/ENCFF056UVT/,/files/ENCFF882ZHR/,/files/ENCFF547TRW/,/files/ENCFF778TOR/,/files/ENCFF207YJR/,/files/ENCFF075TVU/,/files/ENCFF021KTS/,/files/ENCFF218HEJ/		ENCBS571ADM	1	1		Homo sapiens	embryonic	16 weeks												/replicates/6bc2a0b8-6526-4883-b86c-3ddae919c098/				
/experiments/ENCSR797TEV/	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	WGBS	tissue				Homo sapiens lung tissue male child (3 years)	lung	GEO:GSM1282350		Joe Ecker, Salk	Roadmap	released	/files/ENCFF607VFL/,/files/ENCFF414AAO/,/files/ENCFF581MVM/,/files/ENCFF865VQL/,/files/ENCFF990HTE/,/files/ENCFF299AJA/,/files/ENCFF721VBY/,/files/ENCFF477AUC/,/files/ENCFF101JQZ/,/files/ENCFF709PFV/,/files/ENCFF422XKZ/,/files/ENCFF198YBR/,/files/ENCFF588TJD/,/files/ENCFF336MKE/,/files/ENCFF312CER/,/files/ENCFF713IMG/,/files/ENCFF453HAD/,/files/ENCFF993JPU/,/files/ENCFF810FHB/,/files/ENCFF913MPP/,/files/ENCFF899OJM/		ENCBS710XXZ	1	1,2		Homo sapiens	child	3 years												/replicates/6aecb1a1-e567-4af1-9302-7623a198a946/,/replicates/609ba0e9-4c8f-47c3-92cf-3f3faf4a9587/				
/experiments/ENCSR759WPF/	ENCSR759WPF	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens left renal cortex interstitium tissue male embryo (120 days)	left renal cortex interstitium	GEO:GSM1059489		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF356DVL/,/files/ENCFF898TGY/,/files/ENCFF906MWU/,/files/ENCFF661HTQ/,/files/ENCFF785CNY/,/files/ENCFF068QRU/,/files/ENCFF035XMY/,/files/ENCFF951ZHX/,/files/ENCFF674XKS/,/files/ENCFF852ZBO/,/files/ENCFF511PES/,/files/ENCFF377RBT/,/files/ENCFF239POG/,/files/ENCFF507PUQ/,/files/ENCFF944CTS/,/files/ENCFF099RCL/,/files/ENCFF214QHR/,/files/ENCFF646KSY/,/files/ENCFF974AOM/		ENCBS281CNH	1	1		Homo sapiens	embryonic	120 days												/replicates/485dfc6c-fe70-46fc-8cc3-7ab26fde0738/				
/experiments/ENCSR424TSZ/	ENCSR424TSZ	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens renal pelvis tissue male embryo (91 days)	renal pelvis	GEO:GSM1059524		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF953VOF/,/files/ENCFF446OBI/,/files/ENCFF788WJJ/,/files/ENCFF110IDL/,/files/ENCFF979ZDN/,/files/ENCFF524ZGN/,/files/ENCFF853CSO/,/files/ENCFF124LUU/,/files/ENCFF879YYF/,/files/ENCFF855IMI/,/files/ENCFF407PMN/,/files/ENCFF568GWY/,/files/ENCFF972LSY/,/files/ENCFF391XHF/,/files/ENCFF084KCK/,/files/ENCFF662YAD/,/files/ENCFF341ZTB/,/files/ENCFF057IOJ/,/files/ENCFF388ARQ/		ENCBS262QPN	1	1		Homo sapiens	embryonic	91 days												/replicates/7b30c5c8-b513-494d-a070-afb2ddfcad7f/				
/experiments/ENCSR857VKL/	ENCSR857VKL	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens large intestine tissue female embryo (98 days)	large intestine	GEO:GSM1059520		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF203FUW/,/files/ENCFF168RQM/,/files/ENCFF961HEC/,/files/ENCFF048QNC/,/files/ENCFF159ZHB/,/files/ENCFF972VRS/,/files/ENCFF709VHO/,/files/ENCFF697FXR/,/files/ENCFF456XRH/,/files/ENCFF133BHB/,/files/ENCFF603NDO/,/files/ENCFF279FZC/,/files/ENCFF268UIN/,/files/ENCFF087HOS/,/files/ENCFF884NXL/,/files/ENCFF490HGR/,/files/ENCFF074LKL/,/files/ENCFF444MUM/,/files/ENCFF030VVB/		ENCBS867ILV	1	1		Homo sapiens	embryonic	98 days												/replicates/7e9a2046-0013-462b-9857-7cf2e67ed205/				
/experiments/ENCSR265NZF/	ENCSR265NZF	polyA plus RNA-seq	polyA plus RNA-seq	tissue				Homo sapiens spleen tissue embryo (112 days)	spleen	GEO:GSM1220588		John Stamatoyannopoulos, UW	Roadmap	released	/files/ENCFF098SSN/,/files/ENCFF715QLY/,/files/ENCFF221SSR/,/files/ENCFF510CZN/,/files/ENCFF276JJN/,/files/ENCFF232MYW/,/files/ENCFF693OQP/,/files/ENCFF071BAD/,/files/ENCFF392JOU/,/files/ENCFF952HOF/,/files/ENCFF876JYM/,/files/ENCFF669ZMJ/,/files/ENCFF497SKW/,/files/ENCFF544WEX/,/files/ENCFF382UOA/,/files/ENCFF315BLU/,/files/ENCFF038DVB/,/files/ENCFF977XRF/,/files/ENCFF761JLY/		ENCBS599HUG	1	1		Homo sapiens	embryonic	112 days												/replicates/a27567b5-696d-4f63-9064-6850e61496dd/				
